Gene ID,Mean Expr,log2FC,log2FC SE,p-value,adj. p-value,Gene Symbol
487,52.9,0.129,0.198,0.295,0.489,ATP2A1
2048,324,0.0999,0.108,0.295,0.489,EPHB2
6158,12200,0.0797,0.0814,0.295,0.49,RPL28
3115,50.9,-0.129,0.191,0.295,0.49,HLA-DPB1
81688,1070,0.0949,0.101,0.295,0.49,C6orf62
84513,345,-0.0961,0.103,0.295,0.49,PLPP5
102723546,70.9,-0.128,0.174,0.296,0.49,NA
8744,10.6,0.0921,0.234,0.296,0.49,TNFSF9
167127,35.3,-0.124,0.213,0.296,0.49,UGT3A2
84128,834,0.0829,0.0855,0.296,0.49,WDR75
8702,496,-0.0873,0.0912,0.296,0.49,B4GALT4
56970,1930,-0.069,0.0693,0.296,0.49,ATXN7L3
143872,1220,-0.081,0.0836,0.296,0.49,ARHGAP42
10945,3870,-0.0651,0.0651,0.296,0.49,KDELR1
339929,26.3,0.122,0.218,0.296,0.49,LPP-AS2
105373748,45.9,0.129,0.197,0.296,0.491,NA
129049,39.3,-0.127,0.204,0.296,0.491,SGSM1
729852,144,0.116,0.137,0.296,0.491,UMAD1
9625,209,0.11,0.125,0.296,0.491,AATK
693217,68.5,-0.128,0.175,0.296,0.491,MIR632
1716,537,-0.084,0.0872,0.296,0.491,DGUOK
9792,713,0.0795,0.0816,0.297,0.491,SERTAD2
105369557,37.9,-0.126,0.207,0.297,0.491,TIRAP-AS1
10982,2250,0.0668,0.0669,0.297,0.491,MAPRE2
56097,81,-0.126,0.164,0.297,0.491,PCDHGC5
100533955,5730,0.0609,0.0606,0.297,0.491,NA
23258,2890,0.0669,0.0671,0.297,0.492,DENND5A
440585,95.6,-0.127,0.168,0.297,0.492,CFAP144
2785,25.4,-0.119,0.22,0.297,0.492,GNG3
105377576,33.8,-0.123,0.215,0.297,0.492,NA
65985,883,-0.0808,0.0833,0.297,0.492,AACS
131965,281,-0.106,0.119,0.297,0.492,METTL6
123872,72,0.127,0.171,0.297,0.492,DNAAF1
10762,693,-0.0855,0.0893,0.297,0.492,NUP50
25771,803,-0.0783,0.0803,0.297,0.492,TBC1D22A
23237,28.7,0.123,0.216,0.298,0.492,ARC
29945,348,-0.107,0.121,0.298,0.492,ANAPC4
157869,47.4,-0.127,0.202,0.298,0.492,SBSPON
56098,81,-0.125,0.164,0.298,0.492,PCDHGC4
388389,36.1,0.127,0.206,0.298,0.492,DNAAF19
8567,1310,-0.0741,0.0755,0.298,0.492,MADD
6343,49.5,-0.128,0.199,0.298,0.492,SCT
64145,663,-0.0797,0.0822,0.298,0.493,RBSN
100616345,75.4,0.127,0.169,0.298,0.493,MIR4426
6596,1430,-0.0843,0.0878,0.298,0.493,HLTF
109729173,161,0.114,0.133,0.298,0.493,TFAP2A-AS2
100507062,20.7,-0.112,0.226,0.299,0.493,PSMD6-AS2
10247,153,0.115,0.135,0.299,0.493,RIDA
256355,38.9,0.127,0.204,0.299,0.493,NA
107986136,82.2,-0.126,0.168,0.299,0.493,NA
9074,5330,-0.0654,0.0657,0.299,0.493,CLDN6
84792,306,0.109,0.124,0.299,0.493,FAM220A
55997,537,-0.0913,0.0967,0.299,0.493,CFC1
284498,236,0.104,0.116,0.299,0.494,C1orf167
63951,25,-0.118,0.221,0.299,0.494,DMRTA1
202051,225,0.105,0.117,0.299,0.494,SPATA24
84897,792,0.0783,0.0806,0.299,0.494,TBRG1
148213,70.8,-0.128,0.187,0.299,0.494,ZNF681
1902,253,0.101,0.111,0.299,0.494,LPAR1
9969,946,-0.0838,0.0877,0.3,0.494,MED13
9785,1190,0.075,0.0768,0.3,0.494,DHX38
11187,923,0.0825,0.0863,0.3,0.495,PKP3
139324,29.6,0.121,0.217,0.3,0.495,HDX
653645,95.3,-0.123,0.157,0.3,0.495,TBC1D3P1-DHX40P1
5586,887,-0.0997,0.11,0.3,0.495,PKN2
54059,344,0.095,0.103,0.3,0.495,YBEY
147660,24.3,-0.116,0.222,0.3,0.495,ZNF578
55002,1110,-0.075,0.077,0.3,0.495,TMCO3
124411,91.4,0.123,0.158,0.3,0.495,KRBOX5
54968,312,-0.106,0.12,0.3,0.495,TMEM70
55171,163,0.115,0.136,0.3,0.495,TBCCD1
54810,15.6,0.105,0.23,0.301,0.495,GIPC2
84816,231,0.103,0.115,0.301,0.495,RTN4IP1
550112,194,-0.109,0.125,0.301,0.495,NA
100996318,11.3,0.0933,0.233,0.301,0.495,NA
222235,57.7,0.128,0.186,0.301,0.495,FBXL13
64222,276,0.101,0.112,0.301,0.495,TOR3A
6102,135,-0.118,0.143,0.301,0.495,RP2
101929285,408,-0.094,0.101,0.301,0.496,NA
151649,47.4,-0.127,0.196,0.301,0.496,PP2D1
7681,17.7,-0.109,0.227,0.301,0.496,MKRN3
84450,762,-0.0779,0.0807,0.301,0.496,ZNF512
55174,681,-0.0805,0.0838,0.301,0.496,INTS10
9553,438,0.0933,0.1,0.301,0.496,MRPL33
219749,187,-0.109,0.125,0.301,0.496,ZNF25
84064,686,0.0793,0.0822,0.301,0.496,HDHD2
3073,2200,0.0669,0.0678,0.301,0.496,HEXA
57107,330,0.099,0.109,0.301,0.496,PDSS2
3990,18.1,0.11,0.227,0.302,0.496,LIPC
100505648,53.4,-0.127,0.19,0.302,0.496,RAD51-AS1
10096,2390,-0.064,0.0647,0.302,0.496,ACTR3
5108,2480,-0.0731,0.0748,0.302,0.496,PCM1
1869,318,-0.102,0.114,0.302,0.496,E2F1
105372290,20.6,0.114,0.224,0.302,0.496,NA
27335,5910,0.0654,0.0661,0.302,0.496,EIF3K
23023,546,-0.0836,0.0879,0.302,0.496,TMCC1
196264,194,-0.115,0.137,0.302,0.496,MPZL3
101927497,12.5,0.0942,0.233,0.302,0.496,NA
27031,321,-0.0958,0.104,0.302,0.496,NPHP3
266675,23.1,0.115,0.222,0.302,0.496,BEST4
254531,1520,-0.0744,0.0766,0.302,0.496,LPCAT4
102723403,13.4,-0.0976,0.232,0.302,0.496,NA
7528,1540,-0.0689,0.0703,0.302,0.496,YY1
4720,5310,0.0593,0.0595,0.302,0.496,NDUFS2
84946,435,-0.092,0.099,0.302,0.497,LTV1
221908,147,0.119,0.147,0.302,0.497,PPP1R35
110116772,233,0.104,0.117,0.302,0.497,ZNF761
90025,91.6,0.124,0.162,0.302,0.497,UBE3D
8801,735,-0.0772,0.08,0.302,0.497,SUCLG2
144245,112,-0.122,0.157,0.302,0.497,ALG10B
55704,417,-0.097,0.106,0.303,0.497,CCDC88A
101928123,26.1,-0.118,0.219,0.303,0.497,NA
101930112,27.1,0.118,0.219,0.303,0.497,SPG7
79810,300,0.0988,0.109,0.303,0.497,PTCD2
100526837,267,-0.102,0.114,0.303,0.497,NA
106635525,12.8,0.096,0.232,0.303,0.497,NA
54887,707,-0.0814,0.0853,0.303,0.498,BLTP3A
1774,666,0.0802,0.0835,0.303,0.498,DNASE1L1
100533789,10.4,-0.0891,0.233,0.303,0.498,NA
2028,328,-0.0962,0.105,0.303,0.498,ENPEP
10206,596,-0.0945,0.103,0.304,0.498,TRIM13
284440,95.3,0.122,0.158,0.304,0.498,NA
388531,9.37,0.0801,0.234,0.304,NA,RGS9BP
83892,2260,0.0641,0.0651,0.304,0.498,KCTD10
153768,339,-0.0976,0.108,0.304,0.498,PRELID2
333929,40.4,0.125,0.205,0.304,0.498,SNAI3
55787,303,-0.0963,0.106,0.304,0.498,TXLNG
8435,23.8,0.117,0.22,0.304,0.499,SOAT2
133022,39.7,-0.124,0.206,0.304,0.499,TRAM1L1
53343,561,-0.0868,0.0925,0.304,0.499,NUDT9
10352,350,-0.0956,0.105,0.304,0.499,WARS2
147686,244,-0.1,0.112,0.304,0.499,ZNF418
3751,46.4,-0.126,0.197,0.304,0.499,KCND2
10449,1400,0.0726,0.0749,0.304,0.499,ACAA2
619567,38.9,-0.124,0.204,0.304,0.499,NA
1749,18.9,-0.108,0.227,0.305,0.499,DLX5
26974,140,-0.117,0.143,0.305,0.499,ZNF285
122060,162,-0.112,0.133,0.305,0.499,SLAIN1
53342,81.2,0.125,0.17,0.305,0.5,IL17D
105372602,45.7,0.126,0.194,0.305,0.5,NA
3429,8.93,-0.0827,0.233,0.305,NA,IFI27
26164,505,0.101,0.114,0.305,0.5,MTG2
56829,458,-0.0911,0.0986,0.305,0.5,ZC3HAV1
283635,354,-0.0964,0.106,0.305,0.5,FAM177A1
23092,598,0.0856,0.0909,0.305,0.5,ARHGAP26
105379395,11.6,0.0943,0.232,0.305,0.5,NA
109864282,3420,0.07,0.072,0.305,0.5,NA
389257,482,0.0939,0.102,0.305,0.5,LRRC14B
64426,1070,-0.0722,0.0748,0.306,0.5,SUDS3
5099,2280,0.0615,0.0624,0.306,0.5,PCDH7
100507516,142,-0.113,0.136,0.306,0.5,LINC02984
105370890,20.2,-0.111,0.224,0.306,0.501,NA
6897,3600,-0.0728,0.0751,0.306,0.501,TARS1
1327,11400,-0.0667,0.0685,0.306,0.501,COX4I1
105378763,9.27,-0.0847,0.233,0.306,NA,LINC01748
84310,1340,0.0785,0.0822,0.306,0.501,CHLSN
4795,493,-0.0953,0.105,0.306,0.501,NFKBIL1
91942,128,0.115,0.14,0.306,0.501,NDUFAF2
10189,587,0.0896,0.0966,0.306,0.501,ALYREF
55370,84.4,-0.123,0.163,0.306,0.501,NA
246721,595,0.0924,0.1,0.306,0.501,POLR2J2
400506,371,-0.0964,0.107,0.307,0.501,KNOP1
170961,33.3,0.123,0.209,0.307,0.501,ANKRD24
3491,12400,-0.0542,0.0547,0.307,0.501,CCN1
27,520,-0.0848,0.0904,0.307,0.501,ABL2
284865,10.7,-0.0898,0.232,0.307,0.501,NA
2194,6550,0.0764,0.0798,0.307,0.501,FASN
124989,48.7,-0.125,0.194,0.307,0.501,EFCAB13
106144526,21.6,0.114,0.222,0.307,0.501,PLA2G4C-AS1
8720,2150,-0.0645,0.0659,0.307,0.501,MBTPS1
54918,797,-0.0805,0.085,0.307,0.502,CMTM6
64839,355,-0.0911,0.0992,0.307,0.502,FBXL17
5253,887,-0.0805,0.0851,0.307,0.502,PHF2
644192,82.1,-0.123,0.166,0.307,0.502,NA
111822955,96.6,0.121,0.157,0.307,0.502,NA
545,391,0.099,0.111,0.307,0.502,ATR
57580,176,-0.11,0.13,0.308,0.502,PREX1
2155,42.2,-0.124,0.202,0.308,0.503,F7
105371026,23.8,-0.114,0.22,0.308,0.503,NA
57798,976,0.0793,0.0837,0.308,0.504,GATAD1
219539,56.5,0.126,0.186,0.308,0.504,YPEL4
60678,434,0.0891,0.0964,0.308,0.504,EEFSEC
105378862,17.8,0.106,0.228,0.308,0.504,NA
78996,773,0.0777,0.0818,0.308,0.504,CYREN
107983996,14.1,-0.0981,0.23,0.309,0.504,NA
85016,27.2,0.118,0.216,0.309,0.504,CFAP300
6006,318,-0.1,0.113,0.309,0.504,RHCE
100130275,80.5,0.124,0.171,0.309,0.504,NA
9154,24.2,-0.114,0.22,0.309,0.504,SLC28A1
105369228,12.9,-0.0968,0.231,0.309,0.504,NA
9516,892,0.0748,0.0783,0.309,0.504,LITAF
6261,24.4,0.116,0.219,0.309,0.504,RYR1
1305,91.8,0.123,0.164,0.309,0.504,COL13A1
4629,117,-0.117,0.147,0.309,0.504,MYH11
51379,206,-0.106,0.124,0.309,0.504,CRLF3
56902,449,0.0885,0.0958,0.31,0.505,PNO1
148932,147,-0.112,0.136,0.31,0.505,MOB3C
64284,330,0.0994,0.112,0.31,0.505,RAB17
83694,57.2,0.125,0.185,0.31,0.505,RPS6KL1
10715,217,-0.106,0.124,0.31,0.505,CERS1
64073,156,0.111,0.134,0.31,0.505,C19orf33
201475,1110,-0.0748,0.0786,0.31,0.506,RAB12
51148,1390,-0.0768,0.0812,0.31,0.506,CERCAM
56204,367,0.103,0.119,0.31,0.506,ATOSA
404281,39.6,0.123,0.204,0.31,0.506,YY2
57585,789,-0.08,0.0851,0.31,0.506,CRAMP1
101929959,20.9,0.111,0.224,0.31,0.506,NA
112398,671,0.0904,0.0988,0.311,0.506,EGLN2
84519,14.4,-0.099,0.23,0.311,0.506,ACRBP
105373958,12.8,0.0931,0.232,0.311,0.506,RAB17-DT
10572,426,0.0985,0.111,0.311,0.506,SIVA1
100652748,227,0.102,0.117,0.311,0.506,TIMM23B
10787,4550,-0.0888,0.0969,0.311,0.506,NCKAP1
105375884,12.6,-0.0942,0.231,0.311,0.506,NA
2925,20.2,-0.11,0.224,0.311,0.507,GRPR
149461,16.3,-0.103,0.228,0.311,0.507,CLDN19
10876,11.3,0.0902,0.232,0.312,0.507,EDDM3A
10479,346,-0.0908,0.1,0.312,0.507,SLC9A6
91522,388,-0.098,0.111,0.312,0.507,COL23A1
4739,1740,0.0639,0.0659,0.312,0.507,NEDD9
64417,83.7,0.124,0.173,0.312,0.507,TMEM267
143244,100,0.12,0.157,0.312,0.507,EIF5AL1
80852,357,0.0917,0.101,0.312,0.507,GRIP2
5343,18.4,-0.107,0.226,0.312,0.507,PLGLB1
100506753,32.3,0.12,0.211,0.312,0.507,NA
105372507,11,0.0876,0.232,0.312,0.507,NA
84939,700,-0.0813,0.0871,0.312,0.507,PWWP3A
154865,13.8,-0.0943,0.231,0.312,0.508,IQUB
9852,1310,0.123,0.171,0.312,0.508,EPM2AIP1
22902,589,-0.0839,0.0906,0.312,0.508,RUFY3
10302,634,0.0781,0.0827,0.312,0.508,SNAPC5
148281,7.64,0.0758,0.233,0.312,NA,SYT6
105375061,10.8,-0.0873,0.232,0.312,0.508,NA
10726,2090,-0.065,0.0672,0.313,0.508,NUDC
4897,75.8,0.124,0.175,0.313,0.508,NRCAM
28970,402,-0.0943,0.105,0.313,0.508,C11orf54
84791,115,0.117,0.149,0.313,0.509,NA
10891,1430,0.0734,0.0776,0.313,0.509,PPARGC1A
3965,40.2,-0.123,0.2,0.313,0.509,LGALS9
101928464,72.1,0.123,0.17,0.313,0.509,ZNF433-AS1
3310,24.1,0.113,0.22,0.313,0.509,HSPA6
100288175,20.6,-0.109,0.223,0.313,0.509,NA
105371998,20.5,-0.11,0.223,0.313,0.509,NA
105373194,34.5,-0.121,0.207,0.314,0.509,NA
101927795,66,0.124,0.179,0.314,0.509,BZW1-AS1
653113,18.5,0.106,0.226,0.314,0.509,NA
112970,95.2,0.12,0.16,0.314,0.509,KTI12
669,284,0.0971,0.11,0.314,0.509,BPGM
401898,30.7,0.118,0.212,0.314,0.51,ZNF833P
284648,11,0.0869,0.232,0.314,0.51,LINC01686
317749,425,0.0913,0.101,0.314,0.51,DHRS4L2
65986,360,-0.0974,0.11,0.314,0.51,ZBTB10
107984754,106,0.118,0.153,0.314,0.51,NA
9125,561,-0.0849,0.0924,0.314,0.51,CNOT9
85028,224,0.101,0.116,0.314,0.51,SNHG12
101928669,39,0.122,0.201,0.314,0.51,NA
6884,140,-0.116,0.148,0.314,0.51,TAF13
25864,178,-0.108,0.128,0.314,0.51,ABHD14A
55750,886,-0.0755,0.0803,0.315,0.51,AGK
107987111,13.8,-0.0949,0.23,0.315,0.51,NA
64928,1090,0.0769,0.0819,0.315,0.51,MRPL14
2562,112,-0.116,0.147,0.315,0.51,GABRB3
5922,194,-0.118,0.155,0.315,0.51,RASA2
400499,21.9,0.111,0.221,0.315,0.511,NA
406941,14.1,0.0978,0.229,0.315,0.511,MIR149
107985524,43.6,-0.123,0.195,0.315,0.511,NA
102724517,12.6,-0.0925,0.231,0.315,0.511,NA
631,29.2,-0.117,0.213,0.315,0.511,BFSP1
54623,1260,-0.0821,0.0889,0.315,0.511,PAF1
196394,71.5,0.123,0.175,0.315,0.511,AMN1
3482,4440,-0.0594,0.0615,0.315,0.511,IGF2R
100506282,66.2,0.123,0.176,0.316,0.511,NA
8404,12.6,-0.0921,0.231,0.316,0.511,SPARCL1
157697,983,0.0761,0.0811,0.316,0.511,ERICH1
22928,1120,0.072,0.076,0.316,0.511,SEPHS2
400617,65.7,0.123,0.177,0.316,0.511,KCNJ2-AS1
654841,12,0.0922,0.231,0.316,0.511,NA
64089,93.1,-0.12,0.161,0.316,0.511,SNX16
3396,743,0.0773,0.0826,0.316,0.511,MRPL58
414224,50.6,0.123,0.189,0.316,0.511,NA
55450,168,0.113,0.139,0.316,0.511,CAMK2N1
64421,173,-0.112,0.137,0.316,0.511,DCLRE1C
23016,512,0.0821,0.0889,0.316,0.512,EXOSC7
64283,20.2,-0.108,0.223,0.316,0.512,ARHGEF28
60386,174,0.109,0.131,0.316,0.512,SLC25A19
105372480,124,-0.113,0.142,0.316,0.512,NA
100526820,32.4,0.119,0.208,0.317,0.512,NA
100131998,55,-0.123,0.185,0.317,0.512,RRN3P3
10212,1010,-0.0788,0.085,0.317,0.512,DDX39A
90506,16.3,0.101,0.228,0.317,0.512,LRRC46
84307,986,-0.0767,0.0823,0.317,0.512,ZNF397
114327,358,-0.0932,0.105,0.317,0.512,EFHC1
100996930,23,-0.112,0.22,0.317,0.512,NA
109623452,28.9,-0.115,0.215,0.317,0.512,NA
10626,488,-0.084,0.0917,0.317,0.512,TRIM16
54793,474,-0.0912,0.102,0.317,0.512,KCTD9
101928725,11.9,0.0914,0.231,0.317,0.512,NA
23779,252,-0.0999,0.116,0.317,0.512,ARHGAP8
54925,311,0.097,0.111,0.317,0.512,ZSCAN32
153572,974,0.0767,0.0821,0.317,0.512,IRX2
51056,1090,0.0699,0.0741,0.317,0.513,LAP3
3700,39.4,0.121,0.201,0.317,0.513,ITIH4
84302,246,0.1,0.116,0.318,0.513,PGAP4
285973,253,0.1,0.116,0.318,0.513,ATG9B
105375669,11.1,-0.0879,0.231,0.318,0.513,NA
54894,416,-0.0875,0.0969,0.318,0.513,RNF43
54806,211,-0.106,0.127,0.318,0.513,AHI1
286451,1030,0.0782,0.0843,0.318,0.513,YIPF6
116135,10.1,0.0862,0.232,0.318,NA,LRRC3B
23331,723,-0.0771,0.0833,0.318,0.513,TTC28
100527963,519,-0.0856,0.0943,0.318,0.513,PMF1-BGLAP
9847,601,-0.089,0.099,0.318,0.513,C2CD5
10473,544,-0.0825,0.0899,0.318,0.514,HMGN4
84614,422,-0.086,0.0949,0.318,0.514,ZBTB37
4801,371,-0.0951,0.108,0.318,0.514,NFYB
23600,115,-0.115,0.146,0.318,0.514,AMACR
6529,12.6,-0.0913,0.23,0.318,0.514,SLC6A1
100126351,64.5,0.122,0.175,0.318,0.514,MIR939
654,78.9,0.121,0.166,0.319,0.514,BMP6
2317,7390,-0.0561,0.0617,0.319,0.514,FLNB
9,44.1,-0.121,0.198,0.319,0.514,NAT1
100289187,422,-0.106,0.127,0.319,0.514,TMEM225B
199857,113,0.116,0.15,0.319,0.514,ALG14
10446,22.5,0.108,0.223,0.319,0.514,LRRN2
1785,2950,0.064,0.0672,0.319,0.514,DNM2
10488,868,-0.0733,0.0785,0.319,0.514,CREB3
28987,962,-0.0728,0.0779,0.319,0.514,NOB1
266655,458,0.0833,0.091,0.319,0.514,BRD3OS
90594,232,-0.101,0.118,0.319,0.514,ZNF439
1629,552,0.0865,0.0955,0.319,0.514,DBT
6819,11.4,-0.0891,0.231,0.319,0.514,SULT1C2
9179,462,-0.0891,0.0995,0.319,0.515,AP4M1
55667,804,-0.0912,0.103,0.32,0.515,DENND4C
105378499,23.4,-0.111,0.219,0.32,0.515,HSPA12A-AS1
10809,1730,0.0684,0.0724,0.32,0.515,STARD10
8448,111,0.118,0.156,0.32,0.515,DOC2A
105375018,11.1,-0.087,0.231,0.32,0.515,NA
100289097,214,-0.102,0.12,0.32,0.515,NA
966,4110,-0.0581,0.0607,0.32,0.516,CD59
100534012,210,-0.102,0.12,0.32,0.516,SCNM1
729873,171,-0.106,0.128,0.321,0.516,TBC1D3L; TBC1D3
107985959,12,0.0899,0.231,0.321,0.516,NA
2965,823,-0.0777,0.0843,0.321,0.516,GTF2H1
84266,1290,0.0873,0.0971,0.321,0.516,ALKBH7
4907,24.6,-0.11,0.219,0.321,0.516,NT5E
9477,467,0.0843,0.0928,0.321,0.516,MED20
161742,310,-0.0977,0.113,0.321,0.516,SPRED1
100216545,116,0.115,0.149,0.321,0.517,NA
107985209,16.7,0.097,0.229,0.321,0.517,ARHGEF2-AS2
107986211,180,-0.106,0.128,0.321,0.517,NA
100507297,64.7,0.121,0.178,0.322,0.517,NA
147525,65.1,0.121,0.18,0.322,0.518,NA
5518,8990,0.0657,0.0694,0.322,0.518,PPP2R1A
51540,98.8,0.118,0.159,0.322,0.518,SCLY
101927761,73,-0.12,0.168,0.322,0.518,TH2LCRR
54067,29.5,-0.115,0.213,0.322,0.518,NA
197335,228,0.108,0.131,0.322,0.518,WDR90
3104,299,0.102,0.121,0.322,0.518,ZBTB48
100131564,342,0.0947,0.108,0.322,0.518,NA
22950,699,0.0757,0.082,0.322,0.518,SLC4A1AP
221937,1120,-0.07,0.075,0.322,0.518,FOXK1
105371380,11.4,-0.0882,0.231,0.322,0.518,NA
27294,14.8,0.0982,0.228,0.323,0.518,DHDH
113,370,-0.0905,0.102,0.323,0.518,ADCY7
729013,104,-0.117,0.156,0.323,0.518,ZBED5-AS1
105371919,10.1,0.0846,0.231,0.323,NA,NA
101927668,15.1,-0.0974,0.228,0.323,0.518,NA
399694,10.7,-0.0842,0.231,0.323,0.518,SHC4
105369212,16.9,-0.101,0.226,0.323,0.518,NA
11108,683,-0.0771,0.0843,0.323,0.519,PRDM4
246184,164,-0.107,0.133,0.323,0.519,CDC26
1630,10.5,-0.0813,0.232,0.323,0.519,DCC
4058,11.8,-0.09,0.23,0.323,0.519,LTK
3780,202,0.107,0.13,0.324,0.519,KCNN1
348327,146,-0.11,0.138,0.324,0.519,ZNF530
64784,874,-0.0751,0.0816,0.324,0.519,CRTC3
6160,17600,-0.0585,0.0617,0.324,0.519,RPL31
7248,1210,-0.0694,0.0746,0.324,0.519,TSC1
101929479,445,0.0905,0.102,0.324,0.519,NA
3977,794,-0.0842,0.0937,0.324,0.519,LIFR
100132403,88.3,0.118,0.161,0.324,0.519,NA
128,3680,-0.0595,0.0627,0.324,0.519,ADH5
6542,1190,0.0691,0.074,0.324,0.52,SLC7A2
220972,528,0.0812,0.0895,0.324,0.52,MARCHF8
56099,233,-0.0997,0.118,0.324,0.52,PCDHGB7
87178,476,0.0852,0.0949,0.324,0.52,PNPT1
101409257,536,0.08,0.0879,0.324,0.52,EZR-AS1
100996763,108,-0.114,0.15,0.324,0.52,NOTCH2NLB
57648,2190,-0.0648,0.0691,0.324,0.52,NHSL3
140685,485,0.0867,0.0971,0.324,0.52,ZBTB46
5525,767,0.0807,0.0886,0.324,0.52,PPP2R5A
65993,1060,0.0799,0.0882,0.324,0.52,MRPS34
105372295,29.3,0.115,0.212,0.324,0.52,NA
79576,407,0.0851,0.0949,0.324,0.52,NKAP
27341,883,0.0782,0.0857,0.324,0.52,RRP7A
221711,28.4,-0.114,0.212,0.324,0.52,SYCP2L
1385,556,-0.0844,0.0942,0.325,0.52,CREB1
8666,2270,-0.073,0.079,0.325,0.52,EIF3G
9771,55.9,-0.12,0.183,0.325,0.52,RAPGEF5
8812,599,0.0776,0.0846,0.325,0.52,CCNK
50515,758,-0.0733,0.0795,0.325,0.52,CHST11
101927352,14.8,0.0971,0.228,0.325,0.52,PLS3-AS1
10163,3020,-0.058,0.0612,0.325,0.52,WASF2
107984366,13.6,-0.0943,0.228,0.325,0.521,LINC02723
107984660,53.5,0.121,0.186,0.325,0.521,NA
22889,797,0.0787,0.0873,0.325,0.521,KHDC4
101928290,12.3,0.0907,0.23,0.325,0.521,NA
1806,31,-0.114,0.213,0.325,0.521,DPYD
28986,597,0.0777,0.085,0.326,0.521,MAGEH1
51397,375,-0.0958,0.112,0.326,0.521,COMMD10
102724852,53500,0.0817,0.0906,0.326,0.521,NA
9683,866,-0.0722,0.0783,0.326,0.521,N4BP1
91574,242,0.0991,0.117,0.326,0.521,MTRFR
159090,302,0.0952,0.11,0.326,0.521,PABIR2
84267,211,0.0998,0.118,0.326,0.521,QNG1
84647,10.5,0.0852,0.231,0.326,0.521,PLA2G12B
4054,1960,0.0801,0.0887,0.326,0.521,LTBP3
6522,2710,0.0701,0.0754,0.326,0.521,SLC4A2
693140,30.8,-0.115,0.21,0.326,0.521,MIR555
154141,97.5,-0.116,0.157,0.326,0.521,MBOAT1
107985164,23.3,-0.109,0.219,0.326,0.521,NA
85025,324,-0.0965,0.113,0.326,0.521,TMEM60
5629,594,-0.0822,0.0915,0.326,0.521,PROX1
643160,26,0.11,0.218,0.326,0.521,CYMP
106632264,3890,0.0696,0.0751,0.326,0.521,NA
9521,155,-0.112,0.145,0.326,0.522,EEF1E1
105373510,8.47,-0.0774,0.232,0.327,NA,NA
5576,1540,0.0676,0.0726,0.327,0.522,PRKAR2A
100133121,26.1,0.112,0.215,0.327,0.522,NA
338657,747,-0.0824,0.0919,0.327,0.522,CENATAC
105376514,13.3,-0.0919,0.229,0.327,0.522,NA
100996379,13.6,-0.0938,0.228,0.327,0.522,NA
79039,1050,0.0808,0.0894,0.327,0.522,DDX54
83987,1220,-0.0746,0.082,0.327,0.522,CCDC8
596,237,-0.098,0.116,0.327,0.522,BCL2
51340,654,-0.079,0.0874,0.327,0.522,CRNKL1
80270,181,-0.108,0.137,0.327,0.522,HSD3B7
414212,11.8,-0.0884,0.23,0.327,0.522,NA
11252,1480,-0.0657,0.0707,0.327,0.522,PACSIN2
55039,289,0.0927,0.107,0.327,0.522,TRMT12
9147,1060,-0.079,0.0885,0.327,0.522,NEMF
5581,210,-0.103,0.125,0.327,0.523,PRKCE
105379752,31.2,-0.115,0.209,0.328,0.523,NA
101928988,9.25,-0.0784,0.232,0.328,NA,NA
105373976,20.5,0.106,0.221,0.328,0.523,NA
8123,60.1,-0.12,0.183,0.328,0.523,NA
6474,12.6,0.0916,0.229,0.328,0.523,SHOX2
340562,57.2,-0.12,0.181,0.328,0.523,SATL1
5494,580,-0.0843,0.095,0.328,0.523,PPM1A
58190,2540,-0.0646,0.0693,0.328,0.523,CTDSP1
83480,236,-0.099,0.118,0.328,0.524,PUS3
101928466,12.1,-0.0903,0.229,0.328,0.524,NA
728752,20.9,-0.105,0.222,0.328,0.524,ZNF566-AS1
10126,314,-0.0936,0.109,0.329,0.524,DNAL4
105374898,11.8,-0.0884,0.23,0.329,0.524,NA
56980,260,-0.0948,0.111,0.329,0.524,PRDM10
7368,69.1,-0.119,0.173,0.329,0.524,UGT8
105373062,13.6,-0.093,0.228,0.329,0.524,NA
79005,212,-0.0994,0.119,0.329,0.524,SCNM1
124808,439,-0.0832,0.0936,0.329,0.524,CCDC43
100528022,371,-0.0925,0.107,0.329,0.524,NA
84967,477,0.0937,0.109,0.329,0.524,LSM10
197320,271,0.0955,0.112,0.329,0.524,ZNF778
101928525,304,-0.0909,0.105,0.329,0.524,NA
5496,1780,-0.0674,0.0729,0.329,0.524,PPM1G
1347,4500,0.0553,0.0586,0.329,0.524,COX7A2
523,771,0.0818,0.0914,0.329,0.525,ATP6V1A
283316,10.3,-0.0842,0.231,0.329,NA,CD163L1
55847,1220,0.0742,0.0816,0.33,0.525,CISD1
63915,137,-0.109,0.138,0.33,0.525,BLOC1S5
100129482,187,-0.102,0.123,0.33,0.525,ZNF37BP
79955,184,0.102,0.124,0.33,0.525,PDZD7
63035,468,0.0834,0.0938,0.33,0.525,BCORL1
55326,651,-0.0796,0.0888,0.33,0.525,AGPAT5
57594,269,0.0929,0.108,0.33,0.525,HOMEZ
2178,506,-0.0813,0.091,0.33,0.525,FANCE
5935,2480,-0.059,0.0631,0.33,0.525,RBM3
730202,9.61,-0.0801,0.231,0.33,NA,NA
445577,54.7,-0.119,0.187,0.33,0.525,NA
128240,1330,0.0667,0.0722,0.33,0.525,NAXE
22856,856,0.0731,0.0802,0.33,0.525,CHSY1
